blob	2	sgd	constant	0.001	1.0	0.10392594337463379
blob	3	sgd	constant	0.001	1.0	0.10885787010192871
blob	4	sgd	constant	0.001	0.9	0.10888409614562988
blob	5	sgd	constant	0.001	0.516	0.11060619354248047
blob	6	sgd	constant	0.001	0.512	0.1166231632232666
blob	7	sgd	constant	0.001	0.244	0.11876177787780762
aniso	2	sgd	constant	0.001	0.492	0.06728076934814453
aniso	3	sgd	constant	0.001	0.952	0.11045408248901367
aniso	4	sgd	constant	0.001	0.624	0.10994195938110352
aniso	5	sgd	constant	0.001	0.576	0.11129307746887207
aniso	6	sgd	constant	0.001	0.148	0.10431885719299316
aniso	7	sgd	constant	0.001	0.296	0.11840319633483887
blob	2	sgd	constant	0.031	1.0	0.01332998275756836
blob	3	sgd	constant	0.031	1.0	0.06240105628967285
blob	4	sgd	constant	0.031	0.848	0.03377795219421387
blob	5	sgd	constant	0.031	0.964	0.08788108825683594
blob	6	sgd	constant	0.031	0.772	0.047223806381225586
blob	7	sgd	constant	0.031	0.492	0.04840278625488281
aniso	2	sgd	constant	0.031	0.492	0.011658906936645508
aniso	3	sgd	constant	0.031	1.0	0.03182101249694824
aniso	4	sgd	constant	0.031	0.94	0.06816887855529785
aniso	5	sgd	constant	0.031	0.388	0.04901719093322754
aniso	6	sgd	constant	0.031	0.848	0.06386518478393555
aniso	7	sgd	constant	0.031	0.532	0.047757863998413086
blob	2	sgd	constant	0.061	1.0	0.011008024215698242
blob	3	sgd	constant	0.061	0.712	0.054286956787109375
blob	4	sgd	constant	0.061	0.472	0.051254987716674805
blob	5	sgd	constant	0.061	0.188	0.013029813766479492
blob	6	sgd	constant	0.061	0.676	0.06987690925598145
blob	7	sgd	constant	0.061	0.272	0.03646111488342285
aniso	2	sgd	constant	0.061	1.0	0.020470142364501953
aniso	3	sgd	constant	0.061	0.312	0.012812137603759766
aniso	4	sgd	constant	0.061	0.828	0.030120849609375
aniso	5	sgd	constant	0.061	0.4	0.018739938735961914
aniso	6	sgd	constant	0.061	0.816	0.054842233657836914
aniso	7	sgd	constant	0.061	0.688	0.07189202308654785
blob	2	sgd	constant	0.091	1.0	0.010031938552856445
blob	3	sgd	constant	0.091	1.0	0.03522801399230957
blob	4	sgd	constant	0.091	0.496	0.009628772735595703
blob	5	sgd	constant	0.091	0.556	0.03232526779174805
blob	6	sgd	constant	0.091	0.32	0.011302947998046875
blob	7	sgd	constant	0.091	0.24	0.02088308334350586
aniso	2	sgd	constant	0.091	1.0	0.03424382209777832
aniso	3	sgd	constant	0.091	1.0	0.03349924087524414
aniso	4	sgd	constant	0.091	0.548	0.010277986526489258
aniso	5	sgd	constant	0.091	0.2	0.01069784164428711
aniso	6	sgd	constant	0.091	0.148	0.014662981033325195
aniso	7	sgd	constant	0.091	0.588	0.0330049991607666
blob	2	sgd	constant	0.121	1.0	0.024326086044311523
blob	3	sgd	constant	0.121	0.672	0.04373979568481445
blob	4	sgd	constant	0.121	0.808	0.05903911590576172
blob	5	sgd	constant	0.121	0.532	0.06007122993469238
blob	6	sgd	constant	0.121	0.376	0.021086931228637695
blob	7	sgd	constant	0.121	0.312	0.009187936782836914
aniso	2	sgd	constant	0.121	1.0	0.011983156204223633
aniso	3	sgd	constant	0.121	0.312	0.01660895347595215
aniso	4	sgd	constant	0.121	0.864	0.043292999267578125
aniso	5	sgd	constant	0.121	0.184	0.01031184196472168
aniso	6	sgd	constant	0.121	0.64	0.03232407569885254
aniso	7	sgd	constant	0.121	0.1	0.013514995574951172
blob	2	sgd	constant	0.151	1.0	0.012003183364868164
blob	3	sgd	constant	0.151	0.6	0.04249906539916992
blob	4	sgd	constant	0.151	0.496	0.029643774032592773
blob	5	sgd	constant	0.151	0.172	0.04510092735290527
blob	6	sgd	constant	0.151	0.388	0.021259784698486328
blob	7	sgd	constant	0.151	0.244	0.02008223533630371
aniso	2	sgd	constant	0.151	1.0	0.013759136199951172
aniso	3	sgd	constant	0.151	0.316	0.009048938751220703
aniso	4	sgd	constant	0.151	0.588	0.019794225692749023
aniso	5	sgd	constant	0.151	0.672	0.06796503067016602
aniso	6	sgd	constant	0.151	0.156	0.014637231826782227
aniso	7	sgd	constant	0.151	0.1	0.008742809295654297
blob	2	sgd	constant	0.181	1.0	0.009923934936523438
blob	3	sgd	constant	0.181	0.288	0.01045083999633789
blob	4	sgd	constant	0.181	0.44	0.013330221176147461
blob	5	sgd	constant	0.181	0.424	0.03018808364868164
blob	6	sgd	constant	0.181	0.392	0.014597177505493164
blob	7	sgd	constant	0.181	0.12	0.009466886520385742
aniso	2	sgd	constant	0.181	1.0	0.010002374649047852
aniso	3	sgd	constant	0.181	0.688	0.010231971740722656
aniso	4	sgd	constant	0.181	0.408	0.008007287979125977
aniso	5	sgd	constant	0.181	0.216	0.018295764923095703
aniso	6	sgd	constant	0.181	0.308	0.015464067459106445
aniso	7	sgd	constant	0.181	0.1	0.015412092208862305
blob	2	sgd	constant	0.211	1.0	0.00874018669128418
blob	3	sgd	constant	0.211	0.288	0.007555723190307617
blob	4	sgd	constant	0.211	0.224	0.013504981994628906
blob	5	sgd	constant	0.211	0.172	0.008976936340332031
blob	6	sgd	constant	0.211	0.348	0.014940977096557617
blob	7	sgd	constant	0.211	0.12	0.009573221206665039
aniso	2	sgd	constant	0.211	0.492	0.010586977005004883
aniso	3	sgd	constant	0.211	0.372	0.0178680419921875
aniso	4	sgd	constant	0.211	0.212	0.012223005294799805
aniso	5	sgd	constant	0.211	0.388	0.008115053176879883
aniso	6	sgd	constant	0.211	0.156	0.015605926513671875
aniso	7	sgd	constant	0.211	0.292	0.01812601089477539
blob	2	sgd	constant	0.241	1.0	0.017286062240600586
blob	3	sgd	constant	0.241	0.288	0.007339000701904297
blob	4	sgd	constant	0.241	0.224	0.012020111083984375
blob	5	sgd	constant	0.241	0.172	0.008543014526367188
blob	6	sgd	constant	0.241	0.16	0.009367942810058594
blob	7	sgd	constant	0.241	0.152	0.008466958999633789
aniso	2	sgd	constant	0.241	0.492	0.0062520503997802734
aniso	3	sgd	constant	0.241	0.684	0.02557992935180664
aniso	4	sgd	constant	0.241	0.216	0.01167607307434082
aniso	5	sgd	constant	0.241	0.188	0.00966787338256836
aniso	6	sgd	constant	0.241	0.184	0.013813018798828125
aniso	7	sgd	constant	0.241	0.1	0.014953851699829102
blob	2	sgd	constant	0.27099999999999996	1.0	0.010792016983032227
blob	3	sgd	constant	0.27099999999999996	0.672	0.02203202247619629
blob	4	sgd	constant	0.27099999999999996	0.224	0.007897138595581055
blob	5	sgd	constant	0.27099999999999996	0.188	0.008584022521972656
blob	6	sgd	constant	0.27099999999999996	0.336	0.011615991592407227
blob	7	sgd	constant	0.27099999999999996	0.268	0.01762986183166504
aniso	2	sgd	constant	0.27099999999999996	0.508	0.0072519779205322266
aniso	3	sgd	constant	0.27099999999999996	0.372	0.011114120483398438
aniso	4	sgd	constant	0.27099999999999996	0.212	0.008915901184082031
aniso	5	sgd	constant	0.27099999999999996	0.188	0.012769222259521484
aniso	6	sgd	constant	0.27099999999999996	0.148	0.009291887283325195
aniso	7	sgd	constant	0.27099999999999996	0.244	0.01203608512878418
blob	2	sgd	constant	0.301	0.492	0.009656190872192383
blob	3	sgd	constant	0.301	0.712	0.01643204689025879
blob	4	sgd	constant	0.301	0.496	0.015162229537963867
blob	5	sgd	constant	0.301	0.188	0.015826940536499023
blob	6	sgd	constant	0.301	0.168	0.016309022903442383
blob	7	sgd	constant	0.301	0.24	0.015892982482910156
aniso	2	sgd	constant	0.301	0.492	0.00653076171875
aniso	3	sgd	constant	0.301	0.676	0.016541242599487305
aniso	4	sgd	constant	0.301	0.256	0.009279012680053711
aniso	5	sgd	constant	0.301	0.188	0.008600950241088867
aniso	6	sgd	constant	0.301	0.16	0.022714853286743164
aniso	7	sgd	constant	0.301	0.1	0.012847185134887695
blob	2	sgd	constant	0.33099999999999996	1.0	0.012533903121948242
blob	3	sgd	constant	0.33099999999999996	0.288	0.008629083633422852
blob	4	sgd	constant	0.33099999999999996	0.224	0.006926059722900391
