blob	2	1	1	1.0	0.007511615753173828
blob	2	1	2	1.0	0.011516332626342773
blob	2	1	3	1.0	0.008514165878295898
blob	2	1	4	1.0	0.007513999938964844
blob	2	1	5	1.0	0.006999969482421875
blob	2	1	6	1.0	0.012521743774414062
blob	2	1	7	1.0	0.004513740539550781
blob	2	1	8	1.0	0.010452747344970703
blob	2	1	9	1.0	0.00923919677734375
blob	2	1	10	1.0	0.007854938507080078
blob	2	1	11	1.0	0.009007930755615234
blob	2	1	12	1.0	0.007999897003173828
blob	2	1	13	1.0	0.006495237350463867
blob	2	1	14	1.0	0.008520364761352539
blob	2	1	15	1.0	0.009516716003417969
blob	2	1	16	1.0	0.008517980575561523
blob	2	1	17	1.0	0.008514165878295898
blob	2	1	18	1.0	0.006593465805053711
blob	2	1	19	1.0	0.0060007572174072266
blob	2	1	20	1.0	0.005517721176147461
blob	2	1	21	1.0	0.005998849868774414
blob	2	1	22	1.0	0.008514642715454102
blob	2	1	23	1.0	0.006513833999633789
blob	2	1	24	1.0	0.009516716003417969
blob	2	1	25	1.0	0.006516695022583008
blob	2	1	26	1.0	0.007515668869018555
blob	2	1	27	1.0	0.007518291473388672
blob	2	1	28	1.0	0.007528066635131836
blob	2	1	29	1.0	0.006527900695800781
blob	2	1	30	1.0	0.006999015808105469
blob	2	1	31	1.0	0.010511398315429688
blob	2	1	32	1.0	0.008997917175292969
blob	2	1	33	1.0	0.008511543273925781
blob	2	1	34	1.0	0.00651240348815918
blob	2	1	35	1.0	0.008007287979125977
blob	2	1	36	1.0	0.00799870491027832
blob	2	1	37	1.0	0.010515928268432617
blob	2	1	38	1.0	0.008513689041137695
blob	2	1	39	1.0	0.009515047073364258
blob	2	1	40	1.0	0.0075147151947021484
blob	2	1	41	1.0	0.009505987167358398
blob	2	1	42	1.0	0.007002830505371094
blob	2	1	43	1.0	0.009512901306152344
blob	2	1	44	1.0	0.008514165878295898
blob	2	1	45	1.0	0.009514570236206055
blob	2	1	46	1.0	0.00851297378540039
blob	2	1	47	1.0	0.007008075714111328
blob	2	1	48	1.0	0.0105133056640625
blob	2	1	49	1.0	0.007513761520385742
blob	2	1	50	1.0	0.009512901306152344
blob	2	1	51	1.0	0.008513212203979492
blob	2	1	52	1.0	0.009514808654785156
blob	2	1	53	1.0	0.010515213012695312
blob	2	1	54	1.0	0.01051473617553711
blob	2	1	55	1.0	0.00851297378540039
blob	2	1	56	1.0	0.009514808654785156
blob	2	1	57	1.0	0.009512662887573242
blob	2	1	58	1.0	0.008455991744995117
blob	2	1	59	1.0	0.014452934265136719
blob	2	1	60	1.0	0.009454011917114258
blob	2	1	61	1.0	0.011454343795776367
blob	2	1	62	1.0	0.00845479965209961
blob	2	1	63	1.0	0.009514808654785156
blob	2	1	64	1.0	0.010513782501220703
blob	2	1	65	1.0	0.008514404296875
blob	2	1	66	1.0	0.01185297966003418
blob	2	1	67	1.0	0.012240409851074219
blob	2	1	68	1.0	0.010126113891601562
blob	2	1	69	1.0	0.012240409851074219
blob	2	1	70	1.0	0.010126113891601562
blob	2	2	1	0.492	0.003999471664428711
blob	2	2	2	1.0	0.011360883712768555
blob	2	2	3	0.48	0.004515171051025391
blob	2	2	4	1.0	0.0077342987060546875
blob	2	2	5	1.0	0.00923919677734375
blob	2	2	6	1.0	0.0066127777099609375
blob	2	2	7	1.0	0.007846832275390625
blob	2	2	8	1.0	0.00800633430480957
blob	2	2	9	1.0	0.007612705230712891
blob	2	2	10	1.0	0.008510589599609375
blob	2	2	11	1.0	0.00800633430480957
